    1024	       0.001157	       0.000371	       0.000098	       0.001669	   2.698086e-05
     512	       0.001167	       0.000336	       0.000216	       0.001762	   1.079113e-04
     256	       0.001244	       0.000300	       0.000100	       0.001685	   4.314482e-04
     128	       0.000950	       0.000261	       0.000194	       0.001447	   1.722635e-03
      64	       0.000869	       0.000224	       0.000067	       0.001200	   6.840311e-03
      32	       0.000858	       0.000186	       0.000062	       0.001148	   2.657969e-02
      16	       0.000861	       0.000152	       0.000062	       0.001116	   9.354088e-02
       8	       0.000851	       0.000117	       0.000059	       0.001068	   2.769624e-01
       4	       0.000775	       0.000082	       0.000061	       0.000959	   3.660636e-01
    8192	       0.001986	       0.000543	       0.000317	       0.002888	   5.347354e-01
    4096	       0.001132	       0.000457	       0.000121	       0.001753	   1.686363e-06
    2048	       0.001125	       0.000403	       0.000225	       0.001795	   6.745403e-06
    1024	       0.001155	       0.000369	       0.000097	       0.001663	   2.698086e-05
     512	       0.001165	       0.000333	       0.000216	       0.001760	   1.079113e-04
     256	       0.001230	       0.000299	       0.000100	       0.001670	   4.314482e-04
     128	       0.000971	       0.000259	       0.000198	       0.001471	   1.722635e-03
      64	       0.000859	       0.000224	       0.000067	       0.001191	   6.840311e-03
      32	       0.000857	       0.000188	       0.000063	       0.001151	   2.657969e-02
      16	       0.000851	       0.000151	       0.000062	       0.001105	   9.354088e-02
       8	       0.000848	       0.000120	       0.000061	       0.001069	   2.769624e-01
       4	       0.000785	       0.000084	       0.000060	       0.000969	   3.660636e-01
    8192	       0.001993	       0.000549	       0.000319	       0.002905	   5.347354e-01
    4096	       0.001134	       0.000450	       0.000121	       0.001746	   1.686363e-06
    2048	       0.001118	       0.000408	       0.000227	       0.001795	   6.745403e-06
    1024	       0.001154	       0.000371	       0.000099	       0.001666	   2.698086e-05
     512	       0.001169	       0.000337	       0.000219	       0.001766	   1.079113e-04
     256	       0.001241	       0.000298	       0.000098	       0.001680	   4.314482e-04
     128	       0.000951	       0.000261	       0.000192	       0.001446	   1.722635e-03
      64	       0.000868	       0.000224	       0.000067	       0.001200	   6.840311e-03
      32	       0.000859	       0.000186	       0.000063	       0.001149	   2.657969e-02
      16	       0.000860	       0.000152	       0.000063	       0.001116	   9.354088e-02
       8	       0.000851	       0.000117	       0.000061	       0.001069	   2.769624e-01
       4	       0.000776	       0.000083	       0.000060	       0.000959	   3.660636e-01
    8192	       0.001990	       0.000544	       0.000319	       0.002894	   5.347354e-01
    4096	       0.001130	       0.000456	       0.000121	       0.001748	   1.686363e-06
    2048	       0.001123	       0.000405	       0.000225	       0.001795	   6.745403e-06
    1024	       0.001152	       0.000370	       0.000098	       0.001662	   2.698086e-05
     512	       0.001163	       0.000333	       0.000218	       0.001756	   1.079113e-04
     256	       0.001230	       0.000298	       0.000100	       0.001668	   4.314482e-04
     128	       0.000970	       0.000262	       0.000193	       0.001467	   1.722635e-03
      64	       0.000858	       0.000224	       0.000066	       0.001189	   6.840311e-03
      32	       0.000855	       0.000188	       0.000062	       0.001146	   2.657969e-02
      16	       0.000851	       0.000152	       0.000063	       0.001106	   9.354088e-02
       8	       0.000848	       0.000119	       0.000061	       0.001068	   2.769624e-01
       4	       0.000785	       0.000084	       0.000059	       0.000968	   3.660636e-01
    8192	       0.001991	       0.000547	       0.000319	       0.002898	   5.347354e-01
    4096	       0.001136	       0.000449	       0.000120	       0.001748	   1.686363e-06
    2048	       0.001116	       0.000409	       0.000225	       0.001791	   6.745403e-06
    1024	       0.001155	       0.000371	       0.000100	       0.001668	   2.698086e-05
     512	       0.001165	       0.000337	       0.000217	       0.001761	   1.079113e-04
     256	       0.001241	       0.000301	       0.000099	       0.001683	   4.314482e-04
     128	       0.000950	       0.000261	       0.000196	       0.001448	   1.722635e-03
      64	       0.000869	       0.000225	       0.000067	       0.001201	   6.840311e-03
      32	       0.000859	       0.000186	       0.000062	       0.001149	   2.657969e-02
      16	       0.000860	       0.000153	       0.000062	       0.001117	   9.354088e-02
       8	       0.000851	       0.000117	       0.000060	       0.001069	   2.769624e-01
       4	       0.000776	       0.000082	       0.000060	       0.000960	   3.660636e-01
    8192	       0.001987	       0.000544	       0.000318	       0.002890	   5.347354e-01
    4096	       0.001128	       0.000456	       0.000119	       0.001746	   1.686363e-06
    2048	       0.001123	       0.000404	       0.000224	       0.001792	   6.745403e-06
    1024	       0.001155	       0.000369	       0.000097	       0.001664	   2.698086e-05
     512	       0.001168	       0.000331	       0.000218	       0.001760	   1.079113e-04
     256	       0.001231	       0.000297	       0.000101	       0.001670	   4.314482e-04
     128	       0.000972	       0.000261	       0.000194	       0.001470	   1.722635e-03
      64	       0.000858	       0.000224	       0.000066	       0.001189	   6.840311e-03
      32	       0.000856	       0.000188	       0.000062	       0.001147	   2.657969e-02
      16	       0.000850	       0.000152	       0.000063	       0.001105	   9.354088e-02
       8	       0.000848	       0.000120	       0.000060	       0.001069	   2.769624e-01
       4	       0.000785	       0.000084	       0.000061	       0.000972	   3.660636e-01
    8192	       0.001989	       0.000548	       0.000319	       0.002898	   5.347354e-01
    4096	       0.001129	       0.000451	       0.000120	       0.001741	   1.686363e-06
    2048	       0.001117	       0.001287	       0.000226	       0.002671	   6.745403e-06
    1024	       0.001156	       0.000370	       0.000098	       0.001666	   2.698086e-05
     512	       0.001168	       0.000334	       0.000218	       0.001762	   1.079113e-04
     256	       0.001223	       0.000297	       0.000101	       0.001662	   4.314482e-04
     128	       0.000971	       0.000260	       0.000194	       0.001468	   1.722635e-03
      64	       0.000858	       0.000224	       0.000066	       0.001188	   6.840311e-03
      32	       0.000855	       0.000188	       0.000062	       0.001147	   2.657969e-02
      16	       0.000851	       0.000150	       0.000061	       0.001104	   9.354088e-02
       8	       0.000848	       0.000120	       0.000061	       0.001068	   2.769624e-01
       4	       0.000784	       0.000085	       0.000060	       0.000970	   3.660636e-01
    8192	       0.001997	       0.000546	       0.000319	       0.002903	   5.347354e-01
    4096	       0.001134	       0.000451	       0.000121	       0.001748	   1.686363e-06
    2048	       0.001113	       0.000409	       0.000225	       0.001788	   6.745403e-06
    1024	       0.001156	       0.000372	       0.000098	       0.001667	   2.698086e-05
     512	       0.001170	       0.000337	       0.000219	       0.001768	   1.079113e-04
     256	       0.001241	       0.000299	       0.000100	       0.001681	   4.314482e-04
     128	       0.000948	       0.000261	       0.000195	       0.001445	   1.722635e-03
      64	       0.000868	       0.000224	       0.000067	       0.001199	   6.840311e-03
      32	       0.000858	       0.000187	       0.000062	       0.001148	   2.657969e-02
      16	       0.000860	       0.000154	       0.000063	       0.001118	   9.354088e-02
       8	       0.000851	       0.000116	       0.000060	       0.001067	   2.769624e-01
       4	       0.000774	       0.000084	       0.000060	       0.000960	   3.660636e-01
    8192	       0.001990	       0.000543	       0.000320	       0.002893	   5.347354e-01
    4096	       0.001130	       0.000456	       0.000120	       0.001748	   1.686363e-06
    2048	       0.001118	       0.000403	       0.000225	       0.001788	   6.745403e-06
    1024	       0.001154	       0.000369	       0.000098	       0.001661	   2.698086e-05
     512	       0.001170	       0.000333	       0.000218	       0.001764	   1.079113e-04
     256	       0.001229	       0.000299	       0.000100	       0.001669	   4.314482e-04
     128	       0.000970	       0.000261	       0.000193	       0.001465	   1.722635e-03
      64	       0.000860	       0.000223	       0.000066	       0.001190	   6.840311e-03
      32	       0.000856	       0.000187	       0.000061	       0.001146	   2.657969e-02
      16	       0.000851	       0.000152	       0.000062	       0.001104	   9.354088e-02
       8	       0.000848	       0.000119	       0.000060	       0.001068	   2.769624e-01
       4	       0.000785	       0.000084	       0.000059	       0.000969	   3.660636e-01
    8192	       0.001992	       0.000547	       0.000317	       0.002899	   5.347354e-01
    4096	       0.001132	       0.000451	       0.000121	       0.001746	   1.686363e-06
    2048	       0.001115	       0.000408	       0.000225	       0.001788	   6.745403e-06
    1024	       0.001156	       0.000371	       0.000098	       0.001667	   2.698086e-05
     512	       0.001171	       0.000338	       0.000220	       0.001771	   1.079113e-04
     256	       0.001241	       0.000300	       0.000101	       0.001682	   4.314482e-04
     128	       0.000948	       0.000261	       0.000195	       0.001446	   1.722635e-03
      64	       0.000869	       0.000224	       0.000066	       0.001199	   6.840311e-03
      32	       0.000858	       0.001079	       0.000062	       0.002041	   2.657969e-02
      16	       0.000860	       0.000152	       0.000062	       0.001117	   9.354088e-02
       8	       0.000850	       0.000118	       0.000059	       0.001068	   2.769624e-01
       4	       0.000775	       0.000083	       0.000061	       0.000959	   3.660636e-01
    8192	       0.001991	       0.000542	       0.000318	       0.002893	   5.347354e-01
    4096	       0.001127	       0.000457	       0.000122	       0.001746	   1.686363e-06
    2048	       0.001120	       0.000404	       0.000224	       0.001787	   6.745403e-06
    1024	       0.001155	       0.000370	       0.000100	       0.001666	   2.698086e-05
     512	       0.001167	       0.000333	       0.000217	       0.001757	   1.079113e-04
     256	       0.001232	       0.000298	       0.000099	       0.001672	   4.314482e-04
     128	       0.000970	       0.000260	       0.000197	       0.001468	   1.722635e-03
      64	       0.000858	       0.000225	       0.000067	       0.001191	   6.840311e-03
      32	       0.000855	       0.000189	       0.000062	       0.001147	   2.657969e-02
      16	       0.000851	       0.000152	       0.000062	       0.001106	   9.354088e-02
       8	       0.000848	       0.000118	       0.000061	       0.001069	   2.769624e-01
       4	       0.000786	       0.000083	       0.000059	       0.000969	   3.660636e-01
    8192	       0.001995	       0.000547	       0.000320	       0.002904	   5.347354e-01
    4096	       0.001131	       0.000452	       0.000121	       0.001745	   1.686363e-06
    2048	       0.001115	       0.000410	       0.000230	       0.001798	   6.745403e-06
    1024	       0.001156	       0.000371	       0.000099	       0.001666	   2.698086e-05
     512	       0.001171	       0.000338	       0.000217	       0.001768	   1.079113e-04
     256	       0.001242	       0.000299	       0.000099	       0.001682	   4.314482e-04
     128	       0.000949	       0.000260	       0.000194	       0.001445	   1.722635e-03
      64	       0.000868	       0.000224	       0.000067	       0.001198	   6.840311e-03
      32	       0.000858	       0.000186	       0.000062	       0.001148	   2.657969e-02
      16	       0.000860	       0.000152	       0.000062	       0.001116	   9.354088e-02
       8	       0.000850	       0.000116	       0.000059	       0.001068	   2.769624e-01
       4	       0.000776	       0.000083	       0.000061	       0.000960	   3.660636e-01
    8192	       0.001987	       0.000543	       0.000319	       0.002892	   5.347354e-01
    4096	       0.001131	       0.000456	       0.000120	       0.001749	   1.686363e-06
    2048	       0.001114	       0.000405	       0.000225	       0.001784	   6.745403e-06
    1024	       0.001152	       0.000370	       0.000100	       0.001664	   2.698086e-05
     512	       0.001169	       0.000332	       0.000217	       0.001760	   1.079113e-04
     256	       0.001230	       0.000297	       0.000099	       0.001668	   4.314482e-04
     128	       0.000971	       0.000260	       0.000196	       0.001468	   1.722635e-03
      64	       0.000859	       0.000224	       0.000067	       0.001192	   6.840311e-03
      32	       0.000855	       0.000188	       0.000062	       0.001146	   2.657969e-02
      16	       0.000851	       0.000151	       0.000062	       0.001105	   9.354088e-02
       8	       0.000847	       0.000118	       0.000060	       0.001066	   2.769624e-01
       4	       0.000786	       0.000083	       0.000060	       0.000968	   3.660636e-01
    8192	       0.001994	       0.000547	       0.000318	       0.002901	   5.347354e-01
    4096	       0.001134	       0.000451	       0.000121	       0.001747	   1.686363e-06
    2048	       0.001119	       0.000410	       0.000230	       0.001858	   6.745403e-06
    1024	       0.001154	       0.000371	       0.000099	       0.001665	   2.698086e-05
     512	       0.001172	       0.000337	       0.000221	       0.001770	   1.079113e-04
     256	       0.001240	       0.000299	       0.000099	       0.001680	   4.314482e-04
     128	       0.000949	       0.000261	       0.000196	       0.001449	   1.722635e-03
      64	       0.000869	       0.000225	       0.000066	       0.001200	   6.840311e-03
      32	       0.000858	       0.000187	       0.000061	       0.001149	   2.657969e-02
      16	       0.000860	       0.000153	       0.000063	       0.001117	   9.354088e-02
       8	       0.000850	       0.000118	       0.000060	       0.001068	   2.769624e-01
       4	       0.000775	       0.000082	       0.000061	       0.000959	   3.660636e-01
    6144	       0.003035	       0.001764	       0.000140	       0.004982	   9.108832e-01
    3072	       0.002833	       0.001425	       0.000113	       0.004413	   2.455317e-09
    1536	       0.002884	       0.001259	       0.000101	       0.004286	   1.964520e-08
     768	       0.002908	       0.001105	       0.000098	       0.004153	   1.572475e-07
     384	       0.003059	       0.000947	       0.000099	       0.004146	   1.260728e-06
     192	       0.002437	       0.000790	       0.000086	       0.003355	   1.017367e-05
      96	       0.002172	       0.000632	       0.000073	       0.002919	   8.420269e-05
      48	       0.002109	       0.000474	       0.000066	       0.002692	   7.647147e-04
      24	       0.002107	       0.000347	       0.000062	       0.002557	   9.261379e-03
      12	       0.002068	       0.000239	       0.000061	       0.002410	   1.420431e-01
       6	       0.001960	       0.000139	       0.000063	       0.002203	   2.100770e-01
    6144	       0.003036	       0.001764	       0.000137	       0.004981	   9.108832e-01
    3072	       0.002836	       0.001425	       0.000112	       0.004413	   2.455317e-09
    1536	       0.002889	       0.001258	       0.000103	       0.004293	   1.964520e-08
     768	       0.002903	       0.001104	       0.000097	       0.004147	   1.572475e-07
     384	       0.003060	       0.000947	       0.000097	       0.004146	   1.260728e-06
     192	       0.002437	       0.000789	       0.000087	       0.003355	   1.017367e-05
      96	       0.002172	       0.000633	       0.000070	       0.002919	   8.420269e-05
      48	       0.002111	       0.000475	       0.000067	       0.002694	   7.647147e-04
      24	       0.002107	       0.000346	       0.000063	       0.002558	   9.261379e-03
      12	       0.002069	       0.000239	       0.000062	       0.002411	   1.420431e-01
       6	       0.001960	       0.000140	       0.000063	       0.002204	   2.100770e-01
    6144	       0.003031	       0.001765	       0.000136	       0.004972	   9.108832e-01
    3072	       0.002835	       0.001424	       0.000113	       0.004414	   2.455317e-09
    1536	       0.002890	       0.001257	       0.000103	       0.004290	   1.964520e-08
     768	       0.002909	       0.001105	       0.000098	       0.004155	   1.572475e-07
     384	       0.003063	       0.000949	       0.000098	       0.004151	   1.260728e-06
     192	       0.002439	       0.000789	       0.000087	       0.003357	   1.017367e-05
      96	       0.002175	       0.000632	       0.000072	       0.002920	   8.420269e-05
      48	       0.002110	       0.000474	       0.000067	       0.002692	   7.647147e-04
      24	       0.002107	       0.000347	       0.000062	       0.002557	   9.261379e-03
      12	       0.002068	       0.000240	       0.000063	       0.002412	   1.420431e-01
       6	       0.001959	       0.000140	       0.000062	       0.002200	   2.100770e-01
    6144	       0.003023	       0.001764	       0.000136	       0.004966	   9.108832e-01
    3072	       0.002825	       0.001425	       0.000114	       0.004404	   2.455317e-09
    1536	       0.002887	       0.001257	       0.000102	       0.004287	   1.964520e-08
     768	       0.002915	       0.001108	       0.000098	       0.004209	   1.572475e-07
     384	       0.003062	       0.000948	       0.000098	       0.004149	   1.260728e-06
     192	       0.002442	       0.000791	       0.000086	       0.003362	   1.017367e-05
      96	       0.002172	       0.000633	       0.000071	       0.002917	   8.420269e-05
      48	       0.002111	       0.000474	       0.000066	       0.002694	   7.647147e-04
      24	       0.002108	       0.000346	       0.000062	       0.002558	   9.261379e-03
      12	       0.002069	       0.000240	       0.000062	       0.002412	   1.420431e-01
       6	       0.001961	       0.000140	       0.000062	       0.002205	   2.100770e-01
    6144	       0.003034	       0.002688	       0.000137	       0.005901	   9.108832e-01
    3072	       0.002840	       0.001428	       0.000112	       0.004427	   2.455317e-09
    1536	       0.002883	       0.001261	       0.000102	       0.004288	   1.964520e-08
     768	       0.002906	       0.001102	       0.000097	       0.004147	   1.572475e-07
     384	       0.003066	       0.000946	       0.000099	       0.004151	   1.260728e-06
     192	       0.002446	       0.000789	       0.000087	       0.003364	   1.017367e-05
      96	       0.002178	       0.000631	       0.000070	       0.002921	   8.420269e-05
      48	       0.002127	       0.000474	       0.000065	       0.002707	   7.647147e-04
      24	       0.002124	       0.000345	       0.000062	       0.002573	   9.261379e-03
      12	       0.002050	       0.000240	       0.000061	       0.002393	   1.420431e-01
       6	       0.001954	       0.000144	       0.000061	       0.002200	   2.100770e-01
    6144	       0.003035	       0.001769	       0.000136	       0.004982	   9.108832e-01
    3072	       0.002847	       0.001428	       0.000113	       0.004430	   2.455317e-09
    1536	       0.002879	       0.001261	       0.000102	       0.004284	   1.964520e-08
     768	       0.002916	       0.001103	       0.000097	       0.004157	   1.572475e-07
     384	       0.003061	       0.000945	       0.000098	       0.004147	   1.260728e-06
     192	       0.002444	       0.000789	       0.000086	       0.003361	   1.017367e-05
      96	       0.002178	       0.000632	       0.000070	       0.002923	   8.420269e-05
      48	       0.002127	       0.000474	       0.000066	       0.002709	   7.647147e-04
      24	       0.002125	       0.000345	       0.000062	       0.002574	   9.261379e-03
      12	       0.002052	       0.000240	       0.000062	       0.002394	   1.420431e-01
       6	       0.001954	       0.000141	       0.000061	       0.002197	   2.100770e-01
    6144	       0.003032	       0.001768	       0.000136	       0.004978	   9.108832e-01
    3072	       0.002848	       0.001429	       0.000113	       0.004433	   2.455317e-09
    1536	       0.002880	       0.001262	       0.000101	       0.004285	   1.964520e-08
     768	       0.002925	       0.001101	       0.000098	       0.004167	   1.572475e-07
     384	       0.003054	       0.000945	       0.000098	       0.004139	   1.260728e-06
     192	       0.003524	       0.002939	       0.000090	       0.006600	   1.017367e-05
      96	       0.002162	       0.000631	       0.000072	       0.002906	   8.420269e-05
      48	       0.002130	       0.000473	       0.000067	       0.002712	   7.647147e-04
      24	       0.002127	       0.000346	       0.000062	       0.002577	   9.261379e-03
      12	       0.002066	       0.000240	       0.000062	       0.002409	   1.420431e-01
       6	       0.001957	       0.000141	       0.000060	       0.002199	   2.100770e-01
    6144	       0.003033	       0.001764	       0.000136	       0.004975	   9.108832e-01
    3072	       0.002850	       0.001425	       0.000112	       0.004429	   2.455317e-09
    1536	       0.002885	       0.001262	       0.000101	       0.004289	   1.964520e-08
     768	       0.002917	       0.001102	       0.000098	       0.004158	   1.572475e-07
     384	       0.003047	       0.000945	       0.000098	       0.004131	   1.260728e-06
     192	       0.002424	       0.000792	       0.000089	       0.003421	   1.017367e-05
      96	       0.002157	       0.000632	       0.000071	       0.002902	   8.420269e-05
      48	       0.002131	       0.000473	       0.000068	       0.002714	   7.647147e-04
      24	       0.002128	       0.000346	       0.000062	       0.002579	   9.261379e-03
      12	       0.002066	       0.000241	       0.000062	       0.002410	   1.420431e-01
       6	       0.001958	       0.000141	       0.000061	       0.002199	   2.100770e-01
    6144	       0.003029	       0.001765	       0.000137	       0.004973	   9.108832e-01
    3072	       0.002848	       0.001424	       0.000112	       0.004427	   2.455317e-09
    1536	       0.002889	       0.001263	       0.000103	       0.004300	   1.964520e-08
     768	       0.005123	       0.003183	       0.000987	       0.009342	   1.572475e-07
     384	       0.004160	       0.003098	       0.002140	       0.009439	   1.260728e-06
     192	       0.002443	       0.000788	       0.000087	       0.003359	   1.017367e-05
      96	       0.002177	       0.000632	       0.000071	       0.002923	   8.420269e-05
      48	       0.002126	       0.000474	       0.000066	       0.002708	   7.647147e-04
      24	       0.002121	       0.000347	       0.000063	       0.002571	   9.261379e-03
      12	       0.002072	       0.000239	       0.000062	       0.002414	   1.420431e-01
       6	       0.001940	       0.000141	       0.000061	       0.002181	   2.100770e-01
    6144	       0.003027	       0.001768	       0.000138	       0.004975	   9.108832e-01
    3072	       0.002833	       0.001428	       0.000114	       0.004417	   2.455317e-09
    1536	       0.002885	       0.001257	       0.000103	       0.004287	   1.964520e-08
     768	       0.002919	       0.001099	       0.000099	       0.004158	   1.572475e-07
     384	       0.003055	       0.000948	       0.000098	       0.004142	   1.260728e-06
     192	       0.002440	       0.000790	       0.000087	       0.003359	   1.017367e-05
      96	       0.002175	       0.000631	       0.000072	       0.002921	   8.420269e-05
      48	       0.002125	       0.000475	       0.000066	       0.002716	   7.647147e-04
      24	       0.002121	       0.000348	       0.000062	       0.002581	   9.261379e-03
      12	       0.002072	       0.000239	       0.000062	       0.002415	   1.420431e-01
       6	       0.001940	       0.000141	       0.000061	       0.002183	   2.100770e-01
    6144	       0.003025	       0.001769	       0.000138	       0.004974	   9.108832e-01
    3072	       0.002841	       0.001429	       0.000115	       0.004426	   2.455317e-09
    1536	       0.002885	       0.002182	       0.000101	       0.005211	   1.964520e-08
     768	       0.002911	       0.001102	       0.000097	       0.004151	   1.572475e-07
     384	       0.003040	       0.000946	       0.000097	       0.004124	   1.260728e-06
     192	       0.002428	       0.000790	       0.000086	       0.003346	   1.017367e-05
      96	       0.002159	       0.000632	       0.000070	       0.002903	   8.420269e-05
      48	       0.002130	       0.000474	       0.000066	       0.002712	   7.647147e-04
      24	       0.002128	       0.000345	       0.000062	       0.002578	   9.261379e-03
      12	       0.002066	       0.000241	       0.000063	       0.002411	   1.420431e-01
       6	       0.001956	       0.000141	       0.000062	       0.002199	   2.100770e-01
    6144	       0.003036	       0.001765	       0.000136	       0.004978	   9.108832e-01
    3072	       0.002846	       0.001424	       0.000113	       0.004426	   2.455317e-09
    1536	       0.002887	       0.001263	       0.000102	       0.004293	   1.964520e-08
     768	       0.002912	       0.001103	       0.000098	       0.004155	   1.572475e-07
     384	       0.003051	       0.000945	       0.000096	       0.004134	   1.260728e-06
     192	       0.002427	       0.000789	       0.000088	       0.003346	   1.017367e-05
      96	       0.002158	       0.000633	       0.000072	       0.002903	   8.420269e-05
      48	       0.002130	       0.000475	       0.000067	       0.002784	   7.647147e-04
      24	       0.002127	       0.000345	       0.000063	       0.002577	   9.261379e-03
      12	       0.002066	       0.000241	       0.000063	       0.002411	   1.420431e-01
       6	       0.001956	       0.000141	       0.000063	       0.002203	   2.100770e-01
    6144	       0.003042	       0.001764	       0.000137	       0.004986	   9.108832e-01
    3072	       0.002850	       0.001425	       0.000113	       0.004430	   2.455317e-09
    1536	       0.002889	       0.001261	       0.000101	       0.004293	   1.964520e-08
     768	       0.002910	       0.001101	       0.000098	       0.004150	   1.572475e-07
     384	       0.003040	       0.000946	       0.000099	       0.004126	   1.260728e-06
     192	       0.002424	       0.000789	       0.000087	       0.003343	   1.017367e-05
      96	       0.002159	       0.000632	       0.000073	       0.002905	   8.420269e-05
      48	       0.002132	       0.000473	       0.000067	       0.002714	   7.647147e-04
      24	       0.002128	       0.000346	       0.000063	       0.002578	   9.261379e-03
      12	       0.002066	       0.000241	       0.000061	       0.002409	   1.420431e-01
       6	       0.001956	       0.000141	       0.000062	       0.002200	   2.100770e-01
    6144	       0.003031	       0.001766	       0.000136	       0.004974	   9.108832e-01
    3072	       0.002855	       0.001424	       0.000111	       0.004432	   2.455317e-09
